,Name,Gender,Birthdate,Genres
505,James Wan,Male,1977-02-26,"['Fantasy', 'Horror', 'Crime', 'Action', 'Adventure', 'Mystery', 'Thriller']"
506,Jared Hess,Male,1979-07-18,"['Drama', 'Comedy', 'Family']"
507,Gregg Araki,Male,1959-12-17,"['Comedy', 'Romance', 'Crime', 'Drama', 'Science Fiction']"
508,Keenen Ivory Wayans,Male,1958-06-08,"['Crime', 'Comedy']"
509,Eric Bress,Male,,"['Thriller', 'Science Fiction']"
510,J. Mackye Gruber,Male,,"['Thriller', 'Science Fiction']"
511,Adam McKay,Male,1968-04-17,"['Comedy', 'Crime', 'Action', 'Drama', 'Science Fiction']"
512,Brad Anderson,Male,1964-04-05,"['Horror', 'Drama', 'Mystery', 'Thriller']"
513,Clint Eastwood,Male,1930-05-31,"['Comedy', 'Romance', 'War', 'Crime', 'Drama', 'Action', 'Mystery', 'Thriller', 'Adventure', 'History', 'Western', 'Science Fiction']"
514,Stephen Hillenburg,Male,1961-08-21,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
515,Vicky Jenson,Female,1960-03-04,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
516,Bibo Bergeron,Male,1950-01-01,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
517,Rob Letterman,Male,1970-10-31,"['Fantasy', 'Comedy', 'Family', 'Horror', 'Adventure', 'Action', 'Animation', 'Science Fiction']"
518,Jon Turteltaub,Male,1963-08-08,"['Fantasy', 'Comedy', 'Romance', 'Horror', 'Adventure', 'Action', 'Drama', 'Mystery', 'Thriller', 'Science Fiction']"
519,Wolfgang Petersen,Male,1941-03-14,"['Fantasy', 'Family', 'War', 'Adventure', 'Action', 'Drama', 'Crime', 'Thriller', 'Mystery', 'History', 'Science Fiction']"
520,Guillermo del Toro,Male,1964-10-09,"['Fantasy', 'Romance', 'Family', 'Horror', 'War', 'Adventure', 'Action', 'Drama', 'Crime', 'Thriller', 'Animation', 'Science Fiction']"
521,Rawson Marshall Thurber,Male,1975-02-09,"['Crime', 'Action', 'Mystery', 'Comedy']"
522,Shane Carruth,Male,1972-01-01,"['Drama', 'Thriller', 'Science Fiction']"
523,Mark Rosman,Male,1957-08-15,"['Comedy', 'Family', 'Romance', 'Horror', 'Mystery', 'Thriller']"
524,Paul Greengrass,Male,1955-08-13,"['Crime', 'Drama', 'Action', 'Mystery', 'Thriller', 'Adventure', 'History', 'Western']"
525,Tommy O'Haver,Male,1968-10-24,"['Fantasy', 'Comedy', 'Family']"
526,Zach Braff,Male,1975-04-06,"['Drama', 'Comedy', 'Romance']"
527,Stephen Chow,Male,1962-06-22,"['Crime', 'Action', 'Fantasy', 'Comedy']"
528,Oliver Hirschbiegel,Male,1957-12-29,"['Drama', 'War', 'History']"
529,Luke Greenfield,Male,1972-02-05,"['Comedy', 'Romance']"
530,Peter Hewitt,Male,1962-10-09,"['Comedy', 'Family', 'Adventure', 'Animation', 'Science Fiction']"
531,Paul Haggis,Male,1953-03-10,['Drama']
532,Paul W. S. Anderson,Male,1965-03-04,"['Fantasy', 'Horror', 'Adventure', 'Action', 'Mystery', 'Science Fiction']"
533,Terry George,Male,1952-12-20,"['Drama', 'War', 'History']"
534,Danny Leiner,Male,,"['Adventure', 'Comedy', 'Romance']"
535,Beeban Kidron,Female,1961-05-02,"['Drama', 'Comedy', 'Romance']"
536,Mel Gibson,Male,1956-01-03,"['Drama', 'War', 'Action', 'History']"
537,William Lau,Male,,"['Animation', 'Comedy', 'Family']"
538,Sara Sugarman,Female,1962-10-13,['Comedy']
539,Takashi Shimizu,Male,1972-07-27,"['Horror', 'Mystery', 'Thriller']"
540,Jessica Sharzer,Female,1972-10-26,['Drama']
541,Jonathan Glazer,Male,1965-03-26,"['Horror', 'War', 'Crime', 'Drama', 'Mystery', 'Thriller', 'History', 'Science Fiction']"
542,Don Mancini,Male,1963-01-25,"['Horror', 'Comedy']"
543,Alexander Witt,Male,1952-04-10,"['Horror', 'Action', 'Science Fiction']"
544,Jeff Schaffer,Male,1970-01-01,['Comedy']
545,John Hamburg,Male,1970-05-26,"['Comedy', 'Romance']"
546,Alice Wu,Female,1970-04-21,"['Drama', 'Comedy', 'Romance']"
547,Masaaki Yuasa,Male,1965-03-16,"['Fantasy', 'Comedy', 'Romance', 'Drama', 'Animation']"
548,Kim Ki-duk,Male,1960-12-20,"['Crime', 'Drama', 'Romance']"
549,Pitof,Male,,"['Crime', 'Action', 'Fantasy']"
550,Morgan Spurlock,Male,1970-11-07,['Documentary']
551,David S. Goyer,Male,1965-12-22,"['Horror', 'Action', 'Fantasy']"
552,Joe Roth,Male,1948-06-13,"['Comedy', 'Family']"
553,Taylor Hackford,Male,1944-12-31,"['Romance', 'Music', 'Horror', 'Crime', 'Drama', 'Action', 'Mystery', 'Thriller']"
554,Kazuhisa Oono,Male,,"['Crime', 'Drama', 'Mystery', 'Animation']"
555,Masayuki Kojima,Male,1961-03-16,"['Crime', 'Drama', 'Mystery', 'Animation']"
556,Christophe Barratier,Male,1963-06-17,['Drama']
557,Apichatpong Weerasethakul,Male,1970-07-16,"['Fantasy', 'Romance', 'Drama', 'Mystery', 'Science Fiction']"
558,Jonathan Hensleigh,Male,1959-02-13,"['Crime', 'Drama', 'Action']"
559,Todd Phillips,Male,1970-12-20,"['Comedy', 'Crime', 'Drama', 'Adventure', 'Thriller']"
560,Will Finn,Male,1958-11-01,"['Animation', 'Family']"
561,John Sanford,Male,,"['Animation', 'Family']"
562,Banjong Pisanthanakun,Male,1979-09-11,"['Horror', 'Mystery', 'Thriller']"
563,Parkpoom Wongpoom,Male,1978-09-23,"['Horror', 'Mystery', 'Thriller']"
564,Lynne Southerland,Female,,"['Animation', 'Action', 'Comedy', 'Family']"
565,Takayuki Hirao,Male,1979-01-10,"['Drama', 'Mystery', 'Animation']"
566,Takuji Endou,,,"['Drama', 'Mystery', 'Animation']"
567,Nanako Shimazaki,Female,,"['Drama', 'Mystery', 'Animation']"
568,Kojiro Tsuruoka,Male,,"['Drama', 'Mystery', 'Animation']"
569,Hiro Hamasaki,,,"['Drama', 'Mystery', 'Animation']"
570,Satoshi Kon,Male,1963-10-12,"['Comedy', 'Romance', 'Drama', 'Mystery', 'Animation', 'Thriller', 'Science Fiction']"
571,Byron Howard,Male,1968-12-26,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
572,Nathan Greno,Male,,"['Animation', 'Family']"
573,Lee Unkrich,Male,1967-08-08,"['Comedy', 'Family', 'Music', 'Adventure', 'Animation']"
574,Chris Sanders,Male,1962-03-12,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
575,Dean DeBlois,Male,1970-06-07,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
576,Pierre Coffin,Male,1967-03-16,"['Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
577,Chris Renaud,Male,1966-12-05,"['Animation', 'Adventure', 'Comedy', 'Family']"
578,Derek Cianfrance,Male,1974-01-23,"['Crime', 'Drama', 'Romance']"
579,Tom Hooper,Male,1972-10-05,"['Drama', 'Fantasy', 'Comedy', 'History']"
580,Denis Villeneuve,Male,1967-10-03,"['War', 'Crime', 'Drama', 'Action', 'Mystery', 'Thriller', 'Adventure', 'Science Fiction']"
581,Richard Ayoade,Male,1977-05-23,"['Drama', 'Thriller', 'Comedy', 'Romance']"
582,Ethan Coen,Male,1957-09-21,"['Comedy', 'Romance', 'Music', 'Adventure', 'Drama', 'Crime', 'Mystery', 'Thriller', 'Western']"
583,Danny Boyle,Male,1956-10-20,"['Fantasy', 'Comedy', 'Romance', 'Horror', 'Music', 'Adventure', 'Drama', 'Crime', 'Thriller', 'History', 'Science Fiction']"
584,Hiromasa Yonebayashi,Male,1973-07-10,"['Drama', 'Fantasy', 'Animation', 'Family']"
585,Joseph Kosinski,Male,1974-05-03,"['Adventure', 'Action', 'Drama', 'Mystery', 'Science Fiction']"
586,Ben Affleck,Male,1972-08-15,"['Crime', 'Drama', 'Mystery', 'Thriller']"
587,Harald Zwart,Male,1965-07-01,"['Adventure', 'Drama', 'Family', 'Action']"
588,Thor Freudenthal,Male,1972-10-20,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
589,Mark Romanek,Male,1959-09-18,"['Drama', 'Thriller', 'Science Fiction', 'Romance']"
590,Eli Craig,Male,1972-05-25,"['Horror', 'Comedy']"
591,Allen Coulter,Male,1969-03-21,"['Drama', 'Romance']"
592,Kevin Greutert,Male,1965-03-31,"['Horror', 'Crime', 'Mystery', 'Thriller']"
593,Taika Waititi,Male,1975-08-16,"['Fantasy', 'Comedy', 'Horror', 'War', 'Adventure', 'Drama', 'Action', 'Science Fiction']"
594,Steve Antin,Male,1958-04-19,"['Drama', 'Romance']"
595,Mike Mills,Male,1966-03-20,"['Drama', 'Comedy', 'Romance']"
596,Sylvester Stallone,Male,1946-07-06,"['Music', 'War', 'Adventure', 'Action', 'Drama', 'Thriller']"
597,Albert Hughes,Male,1972-04-01,"['Horror', 'Crime', 'Action', 'Drama', 'Mystery', 'Thriller', 'Science Fiction']"
598,Allen Hughes,Male,1972-04-01,"['Horror', 'Crime', 'Action', 'Drama', 'Mystery', 'Thriller', 'Science Fiction']"
599,Ryan Murphy,Male,1965-11-09,"['Drama', 'Comedy', 'Romance']"
600,Chris Morris,Male,1955-06-15,"['Crime', 'Drama', 'Comedy']"
601,Samuel Bayer,Male,1965-02-17,"['Horror', 'Mystery', 'Thriller']"
602,Debra Granik,Female,1963-02-06,"['Drama', 'Mystery']"
603,Ryan Fleck,Male,1976-09-20,"['Comedy', 'Adventure', 'Drama', 'Action', 'Science Fiction']"
604,Anna Boden,Female,1976-09-20,"['Comedy', 'Adventure', 'Drama', 'Action', 'Science Fiction']"
605,Steve Pink,Male,1966-02-03,"['Adventure', 'Comedy', 'Science Fiction']"
606,Anand Tucker,Male,1963-06-24,"['Comedy', 'Romance']"
607,Nimród Antal,Male,1973-11-30,"['Action', 'Thriller', 'Science Fiction']"
608,Florian Henckel von Donnersmarck,Male,1973-05-02,"['Drama', 'Action', 'Thriller', 'Romance']"
609,Brandon Vietti,Male,1974-03-08,"['Crime', 'Action', 'Mystery', 'Animation', 'Science Fiction']"
610,Alejandro González Iñárritu,Male,1963-08-15,"['Comedy', 'Crime', 'Drama', 'Adventure', 'Thriller', 'Western']"
611,Tod Williams,Male,1968-09-27,"['Horror', 'Mystery']"
612,Srđan Spasojević,Male,,"['Horror', 'Crime', 'Thriller']"
613,Jeff Tremaine,Male,1966-09-04,"['Action', 'Comedy', 'Documentary']"
614,John Erick Dowdle,Male,1973-12-01,"['Horror', 'Crime', 'Mystery', 'Thriller']"
615,James Gunn,Male,1966-08-05,"['Comedy', 'Horror', 'Adventure', 'Drama', 'Action', 'Science Fiction']"
616,Lisa Cholodenko,Female,1964-06-05,"['Drama', 'Comedy']"
617,Panos Cosmatos,Male,1974-01-01,"['Fantasy', 'Horror', 'Action', 'Mystery', 'Science Fiction']"
618,Michael Grossman,Male,,"['Music', 'Comedy', 'Romance', 'TV Movie']"
619,Rodrigo Cortés,Male,1973-05-31,"['Drama', 'Mystery', 'Thriller']"
620,Julie Anne Robinson,Female,1945-08-08,"['Drama', 'Family', 'Romance']"
621,Floria Sigismondi,Female,1965-01-01,"['Music', 'Drama', 'History']"
622,Asif Kapadia,Male,1972-01-01,"['Music', 'Documentary', 'History']"
623,Matt Reeves,Male,1966-04-27,"['Horror', 'War', 'Crime', 'Drama', 'Action', 'Mystery', 'Thriller', 'Science Fiction']"
624,Ethan Maniquis,Male,,"['Action', 'Thriller', 'Comedy']"
625,Paul Hoen,Male,,"['Music', 'Comedy', 'TV Movie']"
626,Tetsuya Nakashima,Male,1959-09-02,"['Drama', 'Mystery', 'Thriller']"
627,Xavier Dolan,Male,1989-03-20,"['Drama', 'Romance']"
628,Nicholas Stoller,Male,1976-03-19,"['Comedy', 'Romance', 'Music', 'Adventure', 'Drama']"
629,Greg Berlanti,Male,1972-05-24,"['Drama', 'Comedy', 'Romance']"
630,Quentin Dupieux,Male,1974-04-14,"['Fantasy', 'Comedy', 'Horror', 'Drama', 'Mystery']"
631,Jonathan Dayton,Male,1957-07-07,"['Fantasy', 'Comedy', 'Romance', 'Drama', 'History']"
632,Valerie Faris,Female,1958-10-20,"['Fantasy', 'Comedy', 'Romance', 'Drama', 'History']"
633,David Frankel,Male,1959-04-02,"['Drama', 'Comedy', 'Family', 'War']"
634,Larry Charles,Male,1956-02-20,['Comedy']
635,Gabriele Muccino,Male,1967-05-20,['Drama']
636,Kenny Ortega,Male,1950-04-18,"['Fantasy', 'Comedy', 'Romance', 'Family', 'Music', 'Drama', 'History', 'TV Movie']"
637,Andy Fickman,Male,1970-12-25,"['Family', 'Comedy', 'Romance']"
638,Gil Kenan,Male,1976-10-16,"['Fantasy', 'Animation', 'Family', 'Comedy']"
639,Bong Joon-ho,Male,1969-09-14,"['Comedy', 'Horror', 'Crime', 'Drama', 'Action', 'Adventure', 'Thriller', 'Mystery', 'Science Fiction']"
640,Karey Kirkpatrick,Male,1964-12-14,"['Animation', 'Family', 'Comedy']"
641,Sam Fell,Male,1970-01-03,"['Adventure', 'Animation', 'Comedy', 'Family']"
642,Christophe Gans,Male,1960-03-11,"['Horror', 'Adventure', 'Action', 'Mystery', 'History']"
643,James Wong,Male,1959-04-20,"['Horror', 'Mystery']"
644,Elizabeth Allen Rosenbaum,Female,,"['Fantasy', 'Comedy', 'Family', 'Romance']"
645,Tarsem Singh,Male,1961-05-06,"['Fantasy', 'Comedy', 'Family', 'Horror', 'Adventure', 'Drama', 'Thriller', 'Science Fiction']"
646,Kei Tsunematsu,Male,,"['Mystery', 'Animation']"
647,Tetsuro Araki,Male,1976-11-05,"['Mystery', 'Animation']"
648,Tomohiko Ito,Male,1978-10-20,"['Mystery', 'Animation']"
649,Hiroyuki Tsuchiya,,,"['Mystery', 'Animation']"
650,Naoyasu Habu,,,"['Drama', 'Mystery', 'Animation', 'Science Fiction']"
651,Mitsuhiro Yoneda,Male,,"['Mystery', 'Animation']"
652,Oyunam,Male,1957-08-30,"['Mystery', 'Animation']"
653,Makoto Bessho,Male,,"['Mystery', 'Animation']"
654,Yukio Okazaki,Male,,"['Mystery', 'Animation']"
655,Shinji Nagamura,,,"['Mystery', 'Animation']"
656,Ryosuke Nakamura,Male,1976-05-27,"['Mystery', 'Animation']"
657,Eiko Nishi,,,"['Mystery', 'Animation']"
658,Naoto Hashimoto,,,"['Mystery', 'Animation']"
659,Hisato Shimoda,Male,,"['Mystery', 'Animation']"
660,Mitsuyuki Masuhara,Male,1973-12-05,"['Mystery', 'Animation']"
661,Tomio Yamauchi,Male,,"['Mystery', 'Animation']"
662,Hideki Ito,Male,,"['Mystery', 'Animation']"
663,Hironori Aoyagi,Male,,"['Mystery', 'Animation']"
664,Tetsuhito Saitou,,,"['Mystery', 'Animation']"
665,Mamoru Hosoda,Male,1967-09-19,"['Fantasy', 'Family', 'Drama', 'Animation', 'Science Fiction']"
666,Shane Meadows,Male,1972-12-26,"['Crime', 'Drama']"
667,Brian Taylor,Male,,"['Crime', 'Action', 'Thriller']"
668,Mark Neveldine,Male,1973-05-11,"['Crime', 'Action', 'Thriller']"
669,Bryan Singer,Male,1965-09-17,"['Fantasy', 'Music', 'War', 'Adventure', 'Action', 'Drama', 'Crime', 'Thriller', 'Science Fiction']"
670,Alexandre Aja,Male,1978-08-07,"['Horror', 'Action', 'Mystery', 'Thriller']"
671,Liam Lynch,Male,1970-09-05,"['Music', 'Comedy']"
672,Jill Culton,Female,,"['Animation', 'Adventure', 'Comedy', 'Family']"
673,Roger Allers,Male,1949-06-29,"['Comedy', 'Family', 'Adventure', 'Drama', 'Animation']"
674,Anne Fletcher,Female,1966-05-01,"['Fantasy', 'Comedy', 'Romance', 'Family', 'Music', 'Crime', 'Drama']"
675,Neil Armfield,Male,1955-04-22,"['Drama', 'Romance']"
676,Ken Loach,Male,1936-06-17,"['Drama', 'War']"
677,Alejandro Agresti,Male,1961-06-02,"['Drama', 'Mystery', 'Romance']"
678,David R. Ellis,Male,1952-09-08,"['Horror', 'Adventure', 'Action', 'Crime', 'Mystery', 'Thriller']"
679,Paul McGuigan,Male,1963-09-19,"['Crime', 'Drama', 'Mystery', 'Thriller']"
680,Isabel Coixet,Female,1960-04-09,"['Drama', 'Romance']"
681,Christopher Doyle,Male,1952-05-02,"['Drama', 'Romance']"
682,Richard LaGravenese,Male,1959-10-30,"['Crime', 'Drama', 'Romance']"
683,Vincenzo Natali,Male,1969-01-06,"['Romance', 'Horror', 'Drama', 'Mystery', 'Thriller', 'Science Fiction']"
684,Gurinder Chadha,Female,1960-01-10,"['Family', 'Drama', 'Comedy', 'Romance']"
685,Gérard Depardieu,Male,1948-12-27,"['Drama', 'Romance']"
686,Sylvain Chomet,Male,1963-11-10,"['Drama', 'Animation', 'Romance', 'Comedy']"
687,Bruno Podalydès,Male,1961-03-11,"['Drama', 'Romance']"
688,Frédéric Auburtin,Male,1962-06-04,"['Drama', 'Romance']"
689,Olivier Assayas,Male,1955-01-25,"['Comedy', 'Romance', 'Drama', 'Mystery', 'Thriller']"
690,Nobuhiro Suwa,Male,1960-05-28,"['Drama', 'Romance']"
691,Oliver Schmitz,Male,1960-01-01,"['Drama', 'Romance']"
692,Daniela Thomas,Female,1959-01-01,"['Drama', 'Romance']"
693,Hiroshi Kugimiya,Male,,"['Drama', 'Animation', 'Comedy']"
694,Katsuyoshi Yatabe,Male,1956-07-11,"['Drama', 'Animation', 'Comedy']"
695,Nanako Sasaki,Female,,"['Drama', 'Animation', 'Comedy']"
696,Morio Asaka,Male,1967-03-11,"['Drama', 'Animation', 'Comedy']"
697,Peyton Reed,Male,1964-07-03,"['Comedy', 'Romance', 'Adventure', 'Action', 'Science Fiction']"
698,Todd Field,Male,1964-02-24,"['Music', 'Drama', 'Thriller', 'Romance']"
699,Kevin Macdonald,Male,1967-10-28,['Drama']
700,Mark Palansky,Male,,"['Fantasy', 'Comedy', 'Romance']"
701,Michael Lembeck,Male,1948-06-25,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
702,Richard Kelly,Male,1975-03-28,"['Fantasy', 'Comedy', 'Drama', 'Mystery', 'Thriller', 'Science Fiction']"
703,Tom Dey,Male,1965-04-14,"['Comedy', 'Romance', 'Adventure', 'Action', 'Western']"
704,Kelly Reichardt,Female,1964-03-03,"['Drama', 'Western']"
705,Steve Oedekerk,Male,1961-11-27,"['Comedy', 'Family', 'Adventure', 'Action', 'Crime', 'Animation']"
706,Stefen Fangmeier,Male,1960-12-09,"['Adventure', 'Action', 'Fantasy', 'Family']"
707,Stephen Chbosky,Male,1970-01-25,"['Drama', 'Family']"
708,Marc Webb,Male,1974-08-31,"['Comedy', 'Romance', 'Adventure', 'Action', 'Drama', 'Science Fiction']"
709,Phil Lord,Male,1975-07-12,"['Fantasy', 'Comedy', 'Family', 'Crime', 'Action', 'Adventure', 'Animation']"
710,Christopher Miller,Male,1975-09-23,"['Fantasy', 'Comedy', 'Family', 'Crime', 'Action', 'Adventure', 'Animation']"
711,Jason Moore,Male,1970-10-22,"['Music', 'Comedy', 'Romance']"
712,Rich Moore,Male,1963-05-10,"['Adventure', 'Animation', 'Comedy', 'Family']"
713,Mark Andrews,Male,1968-09-12,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
714,Seth MacFarlane,Male,1973-10-26,"['Western', 'Fantasy', 'Comedy']"
715,Nima Nourizadeh,Male,1977-11-12,['Comedy']
716,Genndy Tartakovsky,Male,1970-01-17,"['Animation', 'Fantasy', 'Comedy', 'Family']"
717,Martin McDonagh,Male,1970-03-26,"['Crime', 'Drama', 'Comedy']"
718,Don Hertzfeldt,Male,1976-08-01,"['Animation', 'Comedy']"
719,Peter Ramsey,Male,1962-12-23,"['Fantasy', 'Family', 'Adventure', 'Action', 'Animation', 'Science Fiction']"
720,Kathryn Bigelow,Female,1951-11-27,"['Horror', 'War', 'Crime', 'Drama', 'Action', 'Thriller', 'Science Fiction']"
721,J. A. Bayona,Male,1975-05-09,"['Fantasy', 'Horror', 'Adventure', 'Drama', 'Action', 'Thriller', 'History', 'Science Fiction']"
722,Josh Trank,Male,1984-02-19,"['Adventure', 'Drama', 'Action', 'Thriller', 'Science Fiction']"
723,Pete Travis,Male,,"['Action', 'Science Fiction']"
724,Chris Butler,Male,1974-01-01,"['Adventure', 'Animation', 'Comedy', 'Family']"
725,David Ayer,Male,1968-01-18,"['Fantasy', 'War', 'Crime', 'Drama', 'Action', 'Adventure', 'Thriller']"
726,Joshua Oppenheimer,Male,1974-09-23,['Documentary']
727,Steve Martino,Male,,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
728,Mike Thurmeier,Male,,"['Adventure', 'Animation', 'Comedy', 'Family']"
729,Leos Carax,Male,1960-11-22,"['Crime', 'Drama', 'Fantasy', 'Romance']"
730,Christopher McQuarrie,Male,1968-10-25,"['Crime', 'Drama', 'Adventure', 'Action', 'Thriller']"
731,Rupert Sanders,Male,1971-03-16,"['Fantasy', 'Adventure', 'Drama', 'Action', 'Science Fiction']"
732,Andrew Dominik,Male,1967-10-07,"['Crime', 'Drama', 'Action', 'Thriller', 'Western']"
733,James Watkins,Male,1973-05-20,"['Horror', 'Drama', 'Thriller', 'TV Movie', 'Science Fiction']"
734,Joe Swanberg,Male,1981-08-31,"['Horror', 'Thriller']"
735,Matt Bettinelli-Olpin,Male,1978-02-19,"['Comedy', 'Horror', 'Crime', 'Mystery', 'Thriller']"
736,Glenn McQuaid,Male,,"['Horror', 'Thriller']"
737,Ti West,Male,1980-10-05,"['Horror', 'Drama', 'Thriller']"
738,David Bruckner,Male,1977-01-01,"['Horror', 'Drama', 'Mystery', 'Thriller']"
739,Tyler Gillett,Male,1982-03-06,"['Comedy', 'Horror', 'Crime', 'Mystery', 'Thriller']"
740,Justin Martinez,Male,1980-07-14,"['Horror', 'Thriller']"
741,Chad Villella,Male,1977-02-12,"['Horror', 'Thriller']"
742,Colin Trevorrow,Male,1976-09-13,"['Comedy', 'Romance', 'Adventure', 'Action', 'Thriller', 'Science Fiction']"
743,Josh Boone,Male,1979-04-05,"['Comedy', 'Romance', 'Horror', 'Adventure', 'Drama', 'Action', 'Mystery', 'Science Fiction']"
744,Tony Gilroy,Male,1956-09-11,"['Crime', 'Action', 'Drama', 'Mystery', 'Thriller']"
745,Benh Zeitlin,Male,1982-10-14,"['Drama', 'Fantasy']"
746,Andrew Stanton,Male,1965-12-03,"['Comedy', 'Family', 'Adventure', 'Action', 'Animation', 'Science Fiction']"
747,Olivier Megaton,Male,1965-08-06,"['Crime', 'Action', 'Thriller']"
748,Simon West,Male,1961-07-17,"['Fantasy', 'Adventure', 'Action', 'Crime', 'Thriller']"
749,Lorene Scafaria,Female,1978-05-01,"['Comedy', 'Romance', 'Adventure', 'Drama', 'Crime']"
750,Sean Anders,Male,1969-06-19,"['Drama', 'Comedy']"
751,Mika Ninagawa,Female,1972-10-18,"['Horror', 'Drama']"
752,Michael Sucsy,Male,1973-02-14,"['Drama', 'Romance']"
753,John Hillcoat,Male,1961-08-14,"['Crime', 'Western', 'Adventure', 'Drama']"
754,Brad Peyton,Male,1978-05-27,"['Adventure', 'Action', 'Drama', 'Thriller', 'Science Fiction']"
755,Jen Soska,Female,1983-04-29,"['Horror', 'Thriller']"
756,Sylvia Soska,Female,1983-04-29,"['Horror', 'Thriller']"
757,Malik Bendjelloul,Male,1977-09-14,"['Music', 'Documentary']"
758,Jay Oliva,Male,,"['Action', 'Mystery', 'Animation', 'Science Fiction']"
759,McG,Male,1968-08-09,"['Comedy', 'Romance', 'Horror', 'Adventure', 'Action', 'Crime', 'Thriller', 'Science Fiction']"
760,Jon Hurwitz,Male,1977-11-15,['Comedy']
761,Hayden Schlossberg,Male,1978-06-09,['Comedy']
762,Lisa Azuelos,Female,1965-11-06,"['Drama', 'Comedy', 'Romance']"
763,Len Wiseman,Male,1973-03-04,"['Action', 'Fantasy', 'Thriller', 'Science Fiction']"
764,Lee Toland Krieger,Male,1983-01-24,"['Drama', 'Fantasy', 'Comedy', 'Romance']"
765,Timur Bekmambetov,Male,1961-06-25,"['Fantasy', 'Horror', 'Crime', 'Action', 'Thriller']"
766,David Guy Levy,Male,,"['Horror', 'Thriller']"
767,Stéphane Aubier,Male,1964-10-08,"['Comedy', 'Family', 'Adventure', 'Drama', 'Animation']"
768,Vincent Patar,Male,1965-09-02,"['Comedy', 'Family', 'Adventure', 'Drama', 'Animation']"
769,Benjamin Renner,Male,1983-11-14,"['Comedy', 'Family', 'Adventure', 'Drama', 'Animation']"
770,Peter Berg,Male,1964-03-11,"['Fantasy', 'War', 'Adventure', 'Action', 'Drama', 'Thriller', 'Science Fiction']"
771,Akiva Schaffer,Male,1977-12-01,"['Comedy', 'Family', 'Music', 'Adventure', 'Drama', 'Action', 'Mystery', 'Animation', 'Science Fiction']"
772,Franck Khalfoun,Male,1968-03-09,"['Horror', 'Thriller']"
773,Peter Lord,Male,1953-11-04,"['Adventure', 'Animation', 'Family', 'Comedy']"
774,Rodney Ascher,Male,,['Documentary']
775,Baz Luhrmann,Male,1962-09-17,"['Music', 'Drama', 'Comedy', 'Romance']"
776,Richard Curtis,Male,1956-11-08,"['Drama', 'Fantasy', 'Comedy', 'Romance']"
777,Jennifer Lee,Female,1971-10-22,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
778,Alan Taylor,Male,1965-01-01,"['Fantasy', 'Adventure', 'Action', 'Thriller', 'Science Fiction']"
779,Dan Scanlon,Male,1976-06-21,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
780,Ben Stiller,Male,1965-11-30,"['Fantasy', 'Comedy', 'Romance', 'War', 'Adventure', 'Drama', 'Action', 'Thriller']"
781,Jean-Marc Vallée,Male,1963-03-09,"['Comedy', 'Crime', 'Drama', 'Mystery', 'History']"
782,Seth Rogen,Male,1982-04-15,"['Action', 'Comedy']"
783,Evan Goldberg,Male,1982-05-11,"['Action', 'Comedy']"
784,James DeMonaco,Male,1969-10-12,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
785,Abdellatif Kechiche,Male,1960-12-07,"['Drama', 'Romance']"
786,Fede Álvarez,Male,1978-02-09,"['Horror', 'Thriller']"
787,James Ward Byrkit,Male,,"['Thriller', 'Science Fiction']"
788,James Ponsoldt,Male,1978-01-01,"['Drama', 'Comedy', 'Romance']"
789,John Carney,Male,1972-01-01,"['Music', 'Drama', 'Comedy', 'Romance']"
790,Kirk DeMicco,Male,1969-05-15,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
791,Destin Daniel Cretton,Male,1978-11-23,"['Fantasy', 'Adventure', 'Drama', 'Action', 'Science Fiction']"
792,Jeff Wadlow,Male,1976-03-02,"['Crime', 'Action', 'Adventure']"
793,Steven Knight,Male,1959-08-05,"['Drama', 'Thriller']"
794,Gia Coppola,Female,1987-01-01,"['Drama', 'Comedy']"
795,Neill Blomkamp,Male,1979-09-17,"['Crime', 'Drama', 'Action', 'Adventure', 'Thriller', 'Science Fiction']"
796,Paolo Sorrentino,Male,1970-05-31,"['Drama', 'Comedy']"
797,John Krokidas,Male,1973-10-01,"['Drama', 'Thriller', 'Romance']"
798,Nat Faxon,Male,1975-10-11,"['Drama', 'Comedy']"
799,Jim Rash,Male,1970-07-15,"['Drama', 'Comedy']"
800,Joseph Gordon-Levitt,Male,1981-02-17,"['Drama', 'Comedy', 'Romance']"
801,Paweł Pawlikowski,Male,1957-09-15,"['Music', 'Drama', 'Romance', 'War']"
